State,make,model,index
WV,BUICK,ENCLAVE,0
WY,BUICK,ENCLAVE,0
AK,BUICK,ENCORE,0
AL,BUICK,ENCORE,0
AR,BUICK,ENCORE,0
AZ,BUICK,ENCORE,0
CA,BUICK,ENCORE,0.09
CO,BUICK,ENCORE,1.92
CT,BUICK,ENCORE,1.49
DC,BUICK,ENCORE,0
DE,BUICK,ENCORE,0
FL,BUICK,ENCORE,0.25
GA,BUICK,ENCORE,0.43
HI,BUICK,ENCORE,0
IA,BUICK,ENCORE,0
ID,BUICK,ENCORE,0
IL,BUICK,ENCORE,1.13
IN,BUICK,ENCORE,0
KS,BUICK,ENCORE,0
KY,BUICK,ENCORE,0
LA,BUICK,ENCORE,0
MA,BUICK,ENCORE,0
MD,BUICK,ENCORE,0
ME,BUICK,ENCORE,0
MI,BUICK,ENCORE,4.86
MN,BUICK,ENCORE,0
MO,BUICK,ENCORE,0
MS,BUICK,ENCORE,0.83
MT,BUICK,ENCORE,0
NC,BUICK,ENCORE,0
ND,BUICK,ENCORE,0
NE,BUICK,ENCORE,0
NH,BUICK,ENCORE,0.69
NJ,BUICK,ENCORE,0
NM,BUICK,ENCORE,1.52
NV,BUICK,ENCORE,0
NY,BUICK,ENCORE,0
OH,BUICK,ENCORE,1.08
OK,BUICK,ENCORE,0
OR,BUICK,ENCORE,0
PA,BUICK,ENCORE,5.38
RI,BUICK,ENCORE,0
SC,BUICK,ENCORE,0
SD,BUICK,ENCORE,0
TN,BUICK,ENCORE,1.22
TX,BUICK,ENCORE,0.6
UT,BUICK,ENCORE,1
VA,BUICK,ENCORE,0
VT,BUICK,ENCORE,0
WA,BUICK,ENCORE,0.24
WI,BUICK,ENCORE,0
WV,BUICK,ENCORE,2.73
WY,BUICK,ENCORE,0
AK,VOLKSWAGEN,EOS,0
AL,VOLKSWAGEN,EOS,0
AR,VOLKSWAGEN,EOS,0
AZ,VOLKSWAGEN,EOS,0
CA,VOLKSWAGEN,EOS,0
CO,VOLKSWAGEN,EOS,0
CT,VOLKSWAGEN,EOS,0
DC,VOLKSWAGEN,EOS,0
DE,VOLKSWAGEN,EOS,0
FL,VOLKSWAGEN,EOS,0
GA,VOLKSWAGEN,EOS,0
HI,VOLKSWAGEN,EOS,0
IA,VOLKSWAGEN,EOS,0
ID,VOLKSWAGEN,EOS,0
IL,VOLKSWAGEN,EOS,0
IN,VOLKSWAGEN,EOS,0
KS,VOLKSWAGEN,EOS,0
KY,VOLKSWAGEN,EOS,0
LA,VOLKSWAGEN,EOS,0
MA,VOLKSWAGEN,EOS,0
MD,VOLKSWAGEN,EOS,0
ME,VOLKSWAGEN,EOS,0
MI,VOLKSWAGEN,EOS,0
MN,VOLKSWAGEN,EOS,0
MO,VOLKSWAGEN,EOS,0
MS,VOLKSWAGEN,EOS,0
MT,VOLKSWAGEN,EOS,0
NC,VOLKSWAGEN,EOS,0
ND,VOLKSWAGEN,EOS,0
NE,VOLKSWAGEN,EOS,0
NH,VOLKSWAGEN,EOS,0
NJ,VOLKSWAGEN,EOS,0
NM,VOLKSWAGEN,EOS,0
NV,VOLKSWAGEN,EOS,0
NY,VOLKSWAGEN,EOS,0
OH,VOLKSWAGEN,EOS,0
OK,VOLKSWAGEN,EOS,0
OR,VOLKSWAGEN,EOS,0
PA,VOLKSWAGEN,EOS,0
RI,VOLKSWAGEN,EOS,0
SC,VOLKSWAGEN,EOS,0
SD,VOLKSWAGEN,EOS,0
TN,VOLKSWAGEN,EOS,0
TX,VOLKSWAGEN,EOS,0
UT,VOLKSWAGEN,EOS,0
VA,VOLKSWAGEN,EOS,0
VT,VOLKSWAGEN,EOS,0
WA,VOLKSWAGEN,EOS,0
WI,VOLKSWAGEN,EOS,0
WV,VOLKSWAGEN,EOS,0
WY,VOLKSWAGEN,EOS,0
AK,CHEVROLET,EQUINOX,0
AL,CHEVROLET,EQUINOX,0
AR,CHEVROLET,EQUINOX,2.1
AZ,CHEVROLET,EQUINOX,0.77
CA,CHEVROLET,EQUINOX,0.37
CO,CHEVROLET,EQUINOX,0.56
CT,CHEVROLET,EQUINOX,1.62
DC,CHEVROLET,EQUINOX,2.92
DE,CHEVROLET,EQUINOX,0
FL,CHEVROLET,EQUINOX,0.59
GA,CHEVROLET,EQUINOX,0.65
HI,CHEVROLET,EQUINOX,0
IA,CHEVROLET,EQUINOX,2.06
ID,CHEVROLET,EQUINOX,0.45
IL,CHEVROLET,EQUINOX,1.37
IN,CHEVROLET,EQUINOX,1.66
KS,CHEVROLET,EQUINOX,0.83
KY,CHEVROLET,EQUINOX,1.22
LA,CHEVROLET,EQUINOX,1.3
MA,CHEVROLET,EQUINOX,0
MD,CHEVROLET,EQUINOX,0.58
ME,CHEVROLET,EQUINOX,0.85
MI,CHEVROLET,EQUINOX,5
MN,CHEVROLET,EQUINOX,1.7
MO,CHEVROLET,EQUINOX,1.12
MS,CHEVROLET,EQUINOX,0.42
MT,CHEVROLET,EQUINOX,0
NC,CHEVROLET,EQUINOX,1.04
ND,CHEVROLET,EQUINOX,0
NE,CHEVROLET,EQUINOX,9.72
NH,CHEVROLET,EQUINOX,0.79
NJ,CHEVROLET,EQUINOX,0.71
NM,CHEVROLET,EQUINOX,0.74
NV,CHEVROLET,EQUINOX,0.91
NY,CHEVROLET,EQUINOX,3.52
OH,CHEVROLET,EQUINOX,1.36
OK,CHEVROLET,EQUINOX,3.35
OR,CHEVROLET,EQUINOX,0.43
PA,CHEVROLET,EQUINOX,1.59
RI,CHEVROLET,EQUINOX,0
SC,CHEVROLET,EQUINOX,0.66
SD,CHEVROLET,EQUINOX,2.91
TN,CHEVROLET,EQUINOX,0.54
TX,CHEVROLET,EQUINOX,0.78
UT,CHEVROLET,EQUINOX,1.11
VA,CHEVROLET,EQUINOX,0
VT,CHEVROLET,EQUINOX,1.23
WA,CHEVROLET,EQUINOX,0.69
WI,CHEVROLET,EQUINOX,1.7
WV,CHEVROLET,EQUINOX,0.51
WY,CHEVROLET,EQUINOX,0
AK,HYUNDAI,EQUUS,0
AL,HYUNDAI,EQUUS,0
AR,HYUNDAI,EQUUS,0
AZ,HYUNDAI,EQUUS,0
CA,HYUNDAI,EQUUS,0
CO,HYUNDAI,EQUUS,0
CT,HYUNDAI,EQUUS,0
DC,HYUNDAI,EQUUS,0
DE,HYUNDAI,EQUUS,0
FL,HYUNDAI,EQUUS,0.48
GA,HYUNDAI,EQUUS,0
HI,HYUNDAI,EQUUS,0
IA,HYUNDAI,EQUUS,0
ID,HYUNDAI,EQUUS,0
IL,HYUNDAI,EQUUS,0
IN,HYUNDAI,EQUUS,0
KS,HYUNDAI,EQUUS,0
KY,HYUNDAI,EQUUS,0
LA,HYUNDAI,EQUUS,0
MA,HYUNDAI,EQUUS,0
MD,HYUNDAI,EQUUS,0
ME,HYUNDAI,EQUUS,0
MI,HYUNDAI,EQUUS,0
MN,HYUNDAI,EQUUS,0
MO,HYUNDAI,EQUUS,0
MS,HYUNDAI,EQUUS,0
MT,HYUNDAI,EQUUS,0
NC,HYUNDAI,EQUUS,0
ND,HYUNDAI,EQUUS,0
NE,HYUNDAI,EQUUS,0
NH,HYUNDAI,EQUUS,0
NJ,HYUNDAI,EQUUS,0
NM,HYUNDAI,EQUUS,0
NV,HYUNDAI,EQUUS,0
NY,HYUNDAI,EQUUS,0
OH,HYUNDAI,EQUUS,0
OK,HYUNDAI,EQUUS,0
OR,HYUNDAI,EQUUS,0
PA,HYUNDAI,EQUUS,0
RI,HYUNDAI,EQUUS,0
SC,HYUNDAI,EQUUS,0
SD,HYUNDAI,EQUUS,0
TN,HYUNDAI,EQUUS,0
TX,HYUNDAI,EQUUS,0
UT,HYUNDAI,EQUUS,0
VA,HYUNDAI,EQUUS,0
VT,HYUNDAI,EQUUS,0
WA,HYUNDAI,EQUUS,0
WI,HYUNDAI,EQUUS,0
WV,HYUNDAI,EQUUS,0
WY,HYUNDAI,EQUUS,0
AK,LEXUS,ES,0
AL,LEXUS,ES,0
AR,LEXUS,ES,0
AZ,LEXUS,ES,0
CA,LEXUS,ES,2.93
CO,LEXUS,ES,0
CT,LEXUS,ES,0
DC,LEXUS,ES,0
DE,LEXUS,ES,0
FL,LEXUS,ES,20.93
GA,LEXUS,ES,2.05
HI,LEXUS,ES,0
IA,LEXUS,ES,0
ID,LEXUS,ES,0
IL,LEXUS,ES,0
IN,LEXUS,ES,0
KS,LEXUS,ES,0
KY,LEXUS,ES,0
LA,LEXUS,ES,0
MA,LEXUS,ES,0
MD,LEXUS,ES,6.48
ME,LEXUS,ES,2.73
MI,LEXUS,ES,0
MN,LEXUS,ES,0
MO,LEXUS,ES,0
MS,LEXUS,ES,23
MT,LEXUS,ES,0
NC,LEXUS,ES,0
ND,LEXUS,ES,18.05
NE,LEXUS,ES,4.72
NH,LEXUS,ES,3.74
NJ,LEXUS,ES,0
NM,LEXUS,ES,8.64
NV,LEXUS,ES,0
NY,LEXUS,ES,0
OH,LEXUS,ES,0
OK,LEXUS,ES,0
OR,LEXUS,ES,0
PA,LEXUS,ES,0
RI,LEXUS,ES,0
SC,LEXUS,ES,5.1
SD,LEXUS,ES,0
TN,LEXUS,ES,21.28
TX,LEXUS,ES,5.26
UT,LEXUS,ES,12.28
VA,LEXUS,ES,0
VT,LEXUS,ES,23
WA,LEXUS,ES,1
WI,LEXUS,ES,0
WV,LEXUS,ES,0
WY,LEXUS,ES,0
AK,LEXUS,ES HYBRID,0
AL,LEXUS,ES HYBRID,0
AR,LEXUS,ES HYBRID,0
AZ,LEXUS,ES HYBRID,0
CA,LEXUS,ES HYBRID,1.15
CO,LEXUS,ES HYBRID,0
CT,LEXUS,ES HYBRID,0
DC,LEXUS,ES HYBRID,0
DE,LEXUS,ES HYBRID,0
FL,LEXUS,ES HYBRID,0
GA,LEXUS,ES HYBRID,0.41
HI,LEXUS,ES HYBRID,0
IA,LEXUS,ES HYBRID,0
ID,LEXUS,ES HYBRID,0
IL,LEXUS,ES HYBRID,0
IN,LEXUS,ES HYBRID,0
KS,LEXUS,ES HYBRID,0
KY,LEXUS,ES HYBRID,0
LA,LEXUS,ES HYBRID,0
MA,LEXUS,ES HYBRID,0
MD,LEXUS,ES HYBRID,0
ME,LEXUS,ES HYBRID,0
MI,LEXUS,ES HYBRID,0
MN,LEXUS,ES HYBRID,0
MO,LEXUS,ES HYBRID,0
MS,LEXUS,ES HYBRID,0
MT,LEXUS,ES HYBRID,0
NC,LEXUS,ES HYBRID,0
ND,LEXUS,ES HYBRID,4.95
NE,LEXUS,ES HYBRID,0
NH,LEXUS,ES HYBRID,0
NJ,LEXUS,ES HYBRID,0
NM,LEXUS,ES HYBRID,0.82
NV,LEXUS,ES HYBRID,0
NY,LEXUS,ES HYBRID,0
OH,LEXUS,ES HYBRID,0
OK,LEXUS,ES HYBRID,0
OR,LEXUS,ES HYBRID,0
PA,LEXUS,ES HYBRID,0
RI,LEXUS,ES HYBRID,0
SC,LEXUS,ES HYBRID,0
SD,LEXUS,ES HYBRID,0
TN,LEXUS,ES HYBRID,0
TX,LEXUS,ES HYBRID,0.39
UT,LEXUS,ES HYBRID,10.72
VA,LEXUS,ES HYBRID,0
VT,LEXUS,ES HYBRID,0
WA,LEXUS,ES HYBRID,0.52
WI,LEXUS,ES HYBRID,0
WV,LEXUS,ES HYBRID,0
WY,LEXUS,ES HYBRID,0
AK,CADILLAC,ESCALADE,0
AL,CADILLAC,ESCALADE,0
AR,CADILLAC,ESCALADE,0
AZ,CADILLAC,ESCALADE,0
CA,CADILLAC,ESCALADE,1.04
CO,CADILLAC,ESCALADE,0
CT,CADILLAC,ESCALADE,0
DC,CADILLAC,ESCALADE,0
DE,CADILLAC,ESCALADE,0
FL,CADILLAC,ESCALADE,6.37
GA,CADILLAC,ESCALADE,0
HI,CADILLAC,ESCALADE,0
IA,CADILLAC,ESCALADE,8
ID,CADILLAC,ESCALADE,0
IL,CADILLAC,ESCALADE,0
IN,CADILLAC,ESCALADE,0
KS,CADILLAC,ESCALADE,0
KY,CADILLAC,ESCALADE,0
LA,CADILLAC,ESCALADE,8
MA,CADILLAC,ESCALADE,0
MD,CADILLAC,ESCALADE,6.15
ME,CADILLAC,ESCALADE,0
MI,CADILLAC,ESCALADE,8
MN,CADILLAC,ESCALADE,0
MO,CADILLAC,ESCALADE,0
MS,CADILLAC,ESCALADE,0
MT,CADILLAC,ESCALADE,0
NC,CADILLAC,ESCALADE,0
ND,CADILLAC,ESCALADE,0
NE,CADILLAC,ESCALADE,0
NH,CADILLAC,ESCALADE,0
NJ,CADILLAC,ESCALADE,0
NM,CADILLAC,ESCALADE,5.13
NV,CADILLAC,ESCALADE,7.05
NY,CADILLAC,ESCALADE,0
OH,CADILLAC,ESCALADE,0
OK,CADILLAC,ESCALADE,5.74
OR,CADILLAC,ESCALADE,0
PA,CADILLAC,ESCALADE,8
RI,CADILLAC,ESCALADE,0
SC,CADILLAC,ESCALADE,0
SD,CADILLAC,ESCALADE,0
TN,CADILLAC,ESCALADE,0
TX,CADILLAC,ESCALADE,5.69
UT,CADILLAC,ESCALADE,0
VA,CADILLAC,ESCALADE,0
VT,CADILLAC,ESCALADE,0
WA,CADILLAC,ESCALADE,0
WI,CADILLAC,ESCALADE,0
WV,CADILLAC,ESCALADE,0
WY,CADILLAC,ESCALADE,0
AK,FORD,ESCAPE,0
AL,FORD,ESCAPE,0
AR,FORD,ESCAPE,1.16
AZ,FORD,ESCAPE,1.99
CA,FORD,ESCAPE,1.47
CO,FORD,ESCAPE,1.24
CT,FORD,ESCAPE,1.04
DC,FORD,ESCAPE,8.46
DE,FORD,ESCAPE,0
FL,FORD,ESCAPE,1.41
GA,FORD,ESCAPE,2.46
HI,FORD,ESCAPE,0
IA,FORD,ESCAPE,7.49
ID,FORD,ESCAPE,1.43
IL,FORD,ESCAPE,1.5
IN,FORD,ESCAPE,6.22
KS,FORD,ESCAPE,1.85
KY,FORD,ESCAPE,2.87
LA,FORD,ESCAPE,2.22
MA,FORD,ESCAPE,0
MD,FORD,ESCAPE,0.66
ME,FORD,ESCAPE,1.69
MI,FORD,ESCAPE,5.93
MN,FORD,ESCAPE,4.88
MO,FORD,ESCAPE,3.9
MS,FORD,ESCAPE,0.86
MT,FORD,ESCAPE,5.71
NC,FORD,ESCAPE,1.77
ND,FORD,ESCAPE,0
NE,FORD,ESCAPE,0.9
NH,FORD,ESCAPE,1.3
NJ,FORD,ESCAPE,2
NM,FORD,ESCAPE,2.05
NV,FORD,ESCAPE,0.94
NY,FORD,ESCAPE,0
OH,FORD,ESCAPE,3.03
OK,FORD,ESCAPE,1.57
OR,FORD,ESCAPE,2.89
PA,FORD,ESCAPE,2.25
RI,FORD,ESCAPE,0
SC,FORD,ESCAPE,1.63
SD,FORD,ESCAPE,10.46
TN,FORD,ESCAPE,1.05
TX,FORD,ESCAPE,2.02
UT,FORD,ESCAPE,1.66
VA,FORD,ESCAPE,5.13
VT,FORD,ESCAPE,1.84
WA,FORD,ESCAPE,1.85
WI,FORD,ESCAPE,2.69
WV,FORD,ESCAPE,1.84
WY,FORD,ESCAPE,0
AK,INFINITI,EX,0
AL,INFINITI,EX,0
AR,INFINITI,EX,0
AZ,INFINITI,EX,0
CA,INFINITI,EX,0
CO,INFINITI,EX,0
CT,INFINITI,EX,0
DC,INFINITI,EX,0
DE,INFINITI,EX,0
FL,INFINITI,EX,0
GA,INFINITI,EX,0
HI,INFINITI,EX,0
IA,INFINITI,EX,0
ID,INFINITI,EX,0
IL,INFINITI,EX,0
IN,INFINITI,EX,0
KS,INFINITI,EX,0
KY,INFINITI,EX,0
LA,INFINITI,EX,0
MA,INFINITI,EX,0
MD,INFINITI,EX,0
ME,INFINITI,EX,0
MI,INFINITI,EX,0
MN,INFINITI,EX,0
MO,INFINITI,EX,0
MS,INFINITI,EX,0
MT,INFINITI,EX,0
NC,INFINITI,EX,0
ND,INFINITI,EX,0
NE,INFINITI,EX,0
NH,INFINITI,EX,0
NJ,INFINITI,EX,0
NM,INFINITI,EX,0
NV,INFINITI,EX,0
NY,INFINITI,EX,0
OH,INFINITI,EX,0
OK,INFINITI,EX,0
OR,INFINITI,EX,0
PA,INFINITI,EX,0
RI,INFINITI,EX,0
SC,INFINITI,EX,0
SD,INFINITI,EX,0
TN,INFINITI,EX,0
TX,INFINITI,EX,0
UT,INFINITI,EX,0
VA,INFINITI,EX,0
VT,INFINITI,EX,0
WA,INFINITI,EX,0
WI,INFINITI,EX,0
WV,INFINITI,EX,0
WY,INFINITI,EX,0
AK,FORD,EXPEDITION,0
AL,FORD,EXPEDITION,0
AR,FORD,EXPEDITION,0
AZ,FORD,EXPEDITION,0
CA,FORD,EXPEDITION,0.33
CO,FORD,EXPEDITION,1
CT,FORD,EXPEDITION,0
DC,FORD,EXPEDITION,0
DE,FORD,EXPEDITION,0
FL,FORD,EXPEDITION,0.62
GA,FORD,EXPEDITION,0.6
HI,FORD,EXPEDITION,0
IA,FORD,EXPEDITION,0
ID,FORD,EXPEDITION,1.71
IL,FORD,EXPEDITION,0
IN,FORD,EXPEDITION,0
KS,FORD,EXPEDITION,0
KY,FORD,EXPEDITION,6.45
LA,FORD,EXPEDITION,3.17
MA,FORD,EXPEDITION,0
MD,FORD,EXPEDITION,0
ME,FORD,EXPEDITION,0
MI,FORD,EXPEDITION,0
MN,FORD,EXPEDITION,0
MO,FORD,EXPEDITION,0
MS,FORD,EXPEDITION,0
MT,FORD,EXPEDITION,2.07
NC,FORD,EXPEDITION,0
ND,FORD,EXPEDITION,0
NE,FORD,EXPEDITION,0
NH,FORD,EXPEDITION,0.43
NJ,FORD,EXPEDITION,0
NM,FORD,EXPEDITION,0
NV,FORD,EXPEDITION,0
NY,FORD,EXPEDITION,0
OH,FORD,EXPEDITION,0
OK,FORD,EXPEDITION,0
OR,FORD,EXPEDITION,1.43
PA,FORD,EXPEDITION,0
RI,FORD,EXPEDITION,0
SC,FORD,EXPEDITION,0
SD,FORD,EXPEDITION,0
TN,FORD,EXPEDITION,0
TX,FORD,EXPEDITION,0.98
UT,FORD,EXPEDITION,0
VA,FORD,EXPEDITION,0
VT,FORD,EXPEDITION,0
WA,FORD,EXPEDITION,0
WI,FORD,EXPEDITION,0
WV,FORD,EXPEDITION,0
WY,FORD,EXPEDITION,0
AK,FORD,EXPLORER,0
AL,FORD,EXPLORER,0
AR,FORD,EXPLORER,1.94
AZ,FORD,EXPLORER,2.26
CA,FORD,EXPLORER,1.51
CO,FORD,EXPLORER,2.36
CT,FORD,EXPLORER,0
DC,FORD,EXPLORER,1.62
DE,FORD,EXPLORER,0
FL,FORD,EXPLORER,1.99
GA,FORD,EXPLORER,2.84
HI,FORD,EXPLORER,0
IA,FORD,EXPLORER,3.32
ID,FORD,EXPLORER,0.85
IL,FORD,EXPLORER,2.11
IN,FORD,EXPLORER,1.58
KS,FORD,EXPLORER,3.17
KY,FORD,EXPLORER,1.22
LA,FORD,EXPLORER,2.09
MA,FORD,EXPLORER,0
MD,FORD,EXPLORER,2.55
ME,FORD,EXPLORER,0
MI,FORD,EXPLORER,3.29
MN,FORD,EXPLORER,2.95
MO,FORD,EXPLORER,3.11
MS,FORD,EXPLORER,2.8
MT,FORD,EXPLORER,3.15
NC,FORD,EXPLORER,5.97
ND,FORD,EXPLORER,0
NE,FORD,EXPLORER,0
NH,FORD,EXPLORER,0.54
NJ,FORD,EXPLORER,1.5
NM,FORD,EXPLORER,1.15
NV,FORD,EXPLORER,1.08
NY,FORD,EXPLORER,0
OH,FORD,EXPLORER,3.99
OK,FORD,EXPLORER,4.22
OR,FORD,EXPLORER,2.58
PA,FORD,EXPLORER,0.52
RI,FORD,EXPLORER,0
SC,FORD,EXPLORER,0.6
SD,FORD,EXPLORER,0
TN,FORD,EXPLORER,0.81
TX,FORD,EXPLORER,2.82
UT,FORD,EXPLORER,1.43
VA,FORD,EXPLORER,0
VT,FORD,EXPLORER,0.94
WA,FORD,EXPLORER,0.53
WI,FORD,EXPLORER,0.29
WV,FORD,EXPLORER,2.34
WY,FORD,EXPLORER,2.46
AK,CHEVROLET,EXPRESS,0
AL,CHEVROLET,EXPRESS,0
AR,CHEVROLET,EXPRESS,0
AZ,CHEVROLET,EXPRESS,0
CA,CHEVROLET,EXPRESS,0
CO,CHEVROLET,EXPRESS,0
CT,CHEVROLET,EXPRESS,0
DC,CHEVROLET,EXPRESS,0
DE,CHEVROLET,EXPRESS,0
FL,CHEVROLET,EXPRESS,0
GA,CHEVROLET,EXPRESS,0
HI,CHEVROLET,EXPRESS,0
IA,CHEVROLET,EXPRESS,0
ID,CHEVROLET,EXPRESS,0
IL,CHEVROLET,EXPRESS,0
IN,CHEVROLET,EXPRESS,0
KS,CHEVROLET,EXPRESS,0
KY,CHEVROLET,EXPRESS,0
LA,CHEVROLET,EXPRESS,0
MA,CHEVROLET,EXPRESS,0
MD,CHEVROLET,EXPRESS,0
ME,CHEVROLET,EXPRESS,0
MI,CHEVROLET,EXPRESS,0
MN,CHEVROLET,EXPRESS,0
MO,CHEVROLET,EXPRESS,0
MS,CHEVROLET,EXPRESS,0
MT,CHEVROLET,EXPRESS,0
NC,CHEVROLET,EXPRESS,0
ND,CHEVROLET,EXPRESS,0
NE,CHEVROLET,EXPRESS,0
NH,CHEVROLET,EXPRESS,0
NJ,CHEVROLET,EXPRESS,0
NM,CHEVROLET,EXPRESS,0
NV,CHEVROLET,EXPRESS,0
NY,CHEVROLET,EXPRESS,0
OH,CHEVROLET,EXPRESS,0
OK,CHEVROLET,EXPRESS,0
OR,CHEVROLET,EXPRESS,0
PA,CHEVROLET,EXPRESS,0
RI,CHEVROLET,EXPRESS,0
SC,CHEVROLET,EXPRESS,0
SD,CHEVROLET,EXPRESS,0
TN,CHEVROLET,EXPRESS,0
TX,CHEVROLET,EXPRESS,0
UT,CHEVROLET,EXPRESS,0
VA,CHEVROLET,EXPRESS,0
VT,CHEVROLET,EXPRESS,0
WA,CHEVROLET,EXPRESS,0
WI,CHEVROLET,EXPRESS,0
WV,CHEVROLET,EXPRESS,0
WY,CHEVROLET,EXPRESS,0
AK,CHEVROLET,EXPRESS CARGO VAN,0
AL,CHEVROLET,EXPRESS CARGO VAN,0
AR,CHEVROLET,EXPRESS CARGO VAN,0
AZ,CHEVROLET,EXPRESS CARGO VAN,0
CA,CHEVROLET,EXPRESS CARGO VAN,0
CO,CHEVROLET,EXPRESS CARGO VAN,0
CT,CHEVROLET,EXPRESS CARGO VAN,0
DC,CHEVROLET,EXPRESS CARGO VAN,0
DE,CHEVROLET,EXPRESS CARGO VAN,0
FL,CHEVROLET,EXPRESS CARGO VAN,0
GA,CHEVROLET,EXPRESS CARGO VAN,0
HI,CHEVROLET,EXPRESS CARGO VAN,0
IA,CHEVROLET,EXPRESS CARGO VAN,0
ID,CHEVROLET,EXPRESS CARGO VAN,0
IL,CHEVROLET,EXPRESS CARGO VAN,0
IN,CHEVROLET,EXPRESS CARGO VAN,0
KS,CHEVROLET,EXPRESS CARGO VAN,0
KY,CHEVROLET,EXPRESS CARGO VAN,0
LA,CHEVROLET,EXPRESS CARGO VAN,0
MA,CHEVROLET,EXPRESS CARGO VAN,0
MD,CHEVROLET,EXPRESS CARGO VAN,0
ME,CHEVROLET,EXPRESS CARGO VAN,0
MI,CHEVROLET,EXPRESS CARGO VAN,0
MN,CHEVROLET,EXPRESS CARGO VAN,0
MO,CHEVROLET,EXPRESS CARGO VAN,0
MS,CHEVROLET,EXPRESS CARGO VAN,0
MT,CHEVROLET,EXPRESS CARGO VAN,0
NC,CHEVROLET,EXPRESS CARGO VAN,0
ND,CHEVROLET,EXPRESS CARGO VAN,0
NE,CHEVROLET,EXPRESS CARGO VAN,0
NH,CHEVROLET,EXPRESS CARGO VAN,0
NJ,CHEVROLET,EXPRESS CARGO VAN,0
NM,CHEVROLET,EXPRESS CARGO VAN,0
NV,CHEVROLET,EXPRESS CARGO VAN,0
NY,CHEVROLET,EXPRESS CARGO VAN,0
OH,CHEVROLET,EXPRESS CARGO VAN,0
OK,CHEVROLET,EXPRESS CARGO VAN,0
OR,CHEVROLET,EXPRESS CARGO VAN,0
PA,CHEVROLET,EXPRESS CARGO VAN,0
RI,CHEVROLET,EXPRESS CARGO VAN,0
SC,CHEVROLET,EXPRESS CARGO VAN,0
SD,CHEVROLET,EXPRESS CARGO VAN,0
TN,CHEVROLET,EXPRESS CARGO VAN,0
TX,CHEVROLET,EXPRESS CARGO VAN,0
UT,CHEVROLET,EXPRESS CARGO VAN,0
VA,CHEVROLET,EXPRESS CARGO VAN,0
VT,CHEVROLET,EXPRESS CARGO VAN,0
WA,CHEVROLET,EXPRESS CARGO VAN,0
WI,CHEVROLET,EXPRESS CARGO VAN,0
WV,CHEVROLET,EXPRESS CARGO VAN,0
WY,CHEVROLET,EXPRESS CARGO VAN,0
AK,FORD,FIESTA,0
AL,FORD,FIESTA,0
AR,FORD,FIESTA,2.26
AZ,FORD,FIESTA,4.05
CA,FORD,FIESTA,0.69
CO,FORD,FIESTA,2.54
CT,FORD,FIESTA,0
DC,FORD,FIESTA,0
DE,FORD,FIESTA,0
FL,FORD,FIESTA,0.57
GA,FORD,FIESTA,0.54
HI,FORD,FIESTA,0
IA,FORD,FIESTA,0
ID,FORD,FIESTA,0.74
IL,FORD,FIESTA,0.92
IN,FORD,FIESTA,0
KS,FORD,FIESTA,4.64
KY,FORD,FIESTA,3.11
LA,FORD,FIESTA,0.58
MA,FORD,FIESTA,0
MD,FORD,FIESTA,0.78
ME,FORD,FIESTA,0
MI,FORD,FIESTA,4.94
MN,FORD,FIESTA,0
MO,FORD,FIESTA,0
MS,FORD,FIESTA,1.82
MT,FORD,FIESTA,0
NC,FORD,FIESTA,2.91
ND,FORD,FIESTA,0
NE,FORD,FIESTA,3.62
NH,FORD,FIESTA,0.65
NJ,FORD,FIESTA,1.56
NM,FORD,FIESTA,0.99
NV,FORD,FIESTA,0.66
NY,FORD,FIESTA,0
OH,FORD,FIESTA,2.04
OK,FORD,FIESTA,2
OR,FORD,FIESTA,1.11
PA,FORD,FIESTA,1.93
RI,FORD,FIESTA,0
SC,FORD,FIESTA,0
SD,FORD,FIESTA,0
TN,FORD,FIESTA,1.83
TX,FORD,FIESTA,0.83
UT,FORD,FIESTA,0
VA,FORD,FIESTA,0
VT,FORD,FIESTA,2.15
WA,FORD,FIESTA,0
WI,FORD,FIESTA,0
WV,FORD,FIESTA,3.57
WY,FORD,FIESTA,0
AK,HONDA,FIT,0
AL,HONDA,FIT,0
AR,HONDA,FIT,1.46
AZ,HONDA,FIT,0
CA,HONDA,FIT,2.98
CO,HONDA,FIT,3.8
CT,HONDA,FIT,10
DC,HONDA,FIT,0
DE,HONDA,FIT,0
FL,HONDA,FIT,2.72
GA,HONDA,FIT,1.4
HI,HONDA,FIT,0
IA,HONDA,FIT,6.29
ID,HONDA,FIT,3.89
IL,HONDA,FIT,3.77
IN,HONDA,FIT,9.18
KS,HONDA,FIT,2.43
KY,HONDA,FIT,0
LA,HONDA,FIT,2.57
MA,HONDA,FIT,0
MD,HONDA,FIT,2.89
ME,HONDA,FIT,4.13
MI,HONDA,FIT,5.06
MN,HONDA,FIT,0
MO,HONDA,FIT,0
MS,HONDA,FIT,0
MT,HONDA,FIT,0
NC,HONDA,FIT,0
ND,HONDA,FIT,0
NE,HONDA,FIT,0
NH,HONDA,FIT,2.67
NJ,HONDA,FIT,3.81
NM,HONDA,FIT,2.09
NV,HONDA,FIT,1.06
NY,HONDA,FIT,0
OH,HONDA,FIT,2.98
OK,HONDA,FIT,1.12
OR,HONDA,FIT,3.5
PA,HONDA,FIT,4.8
RI,HONDA,FIT,0
SC,HONDA,FIT,2.89
SD,HONDA,FIT,0
TN,HONDA,FIT,2.81
TX,HONDA,FIT,1.95
