State,make,model,index
TN,MAZDA,MAZDA2,0
TX,MAZDA,MAZDA2,0
UT,MAZDA,MAZDA2,0
VA,MAZDA,MAZDA2,0
VT,MAZDA,MAZDA2,0
WA,MAZDA,MAZDA2,0
WI,MAZDA,MAZDA2,0
WV,MAZDA,MAZDA2,0
WY,MAZDA,MAZDA2,0
AK,MAZDA,MAZDA3,0
AL,MAZDA,MAZDA3,0
AR,MAZDA,MAZDA3,0.74
AZ,MAZDA,MAZDA3,0
CA,MAZDA,MAZDA3,1.42
CO,MAZDA,MAZDA3,0.88
CT,MAZDA,MAZDA3,0
DC,MAZDA,MAZDA3,10.17
DE,MAZDA,MAZDA3,24
FL,MAZDA,MAZDA3,1.12
GA,MAZDA,MAZDA3,0
HI,MAZDA,MAZDA3,0
IA,MAZDA,MAZDA3,0.71
ID,MAZDA,MAZDA3,0.52
IL,MAZDA,MAZDA3,0
IN,MAZDA,MAZDA3,2.07
KS,MAZDA,MAZDA3,0
KY,MAZDA,MAZDA3,0
LA,MAZDA,MAZDA3,0
MA,MAZDA,MAZDA3,0
MD,MAZDA,MAZDA3,1.56
ME,MAZDA,MAZDA3,0
MI,MAZDA,MAZDA3,0.29
MN,MAZDA,MAZDA3,0
MO,MAZDA,MAZDA3,0
MS,MAZDA,MAZDA3,0
MT,MAZDA,MAZDA3,0
NC,MAZDA,MAZDA3,1.11
ND,MAZDA,MAZDA3,1.52
NE,MAZDA,MAZDA3,0
NH,MAZDA,MAZDA3,0.82
NJ,MAZDA,MAZDA3,2.42
NM,MAZDA,MAZDA3,0.66
NV,MAZDA,MAZDA3,1.23
NY,MAZDA,MAZDA3,0
OH,MAZDA,MAZDA3,2.02
OK,MAZDA,MAZDA3,0
OR,MAZDA,MAZDA3,1.18
PA,MAZDA,MAZDA3,1.33
RI,MAZDA,MAZDA3,0
SC,MAZDA,MAZDA3,0
SD,MAZDA,MAZDA3,0
TN,MAZDA,MAZDA3,0
TX,MAZDA,MAZDA3,1.17
UT,MAZDA,MAZDA3,1.14
VA,MAZDA,MAZDA3,0
VT,MAZDA,MAZDA3,2.32
WA,MAZDA,MAZDA3,1.35
WI,MAZDA,MAZDA3,0
WV,MAZDA,MAZDA3,0.44
WY,MAZDA,MAZDA3,0
AK,MAZDA,MAZDA5,0
AL,MAZDA,MAZDA5,0
AR,MAZDA,MAZDA5,0
AZ,MAZDA,MAZDA5,0
CA,MAZDA,MAZDA5,0
CO,MAZDA,MAZDA5,0
CT,MAZDA,MAZDA5,0
DC,MAZDA,MAZDA5,0
DE,MAZDA,MAZDA5,0
FL,MAZDA,MAZDA5,0.17
GA,MAZDA,MAZDA5,0
HI,MAZDA,MAZDA5,0
IA,MAZDA,MAZDA5,0
ID,MAZDA,MAZDA5,0.04
IL,MAZDA,MAZDA5,0
IN,MAZDA,MAZDA5,0
KS,MAZDA,MAZDA5,0
KY,MAZDA,MAZDA5,0
LA,MAZDA,MAZDA5,0
MA,MAZDA,MAZDA5,0
MD,MAZDA,MAZDA5,0.43
ME,MAZDA,MAZDA5,0
MI,MAZDA,MAZDA5,0
MN,MAZDA,MAZDA5,0
MO,MAZDA,MAZDA5,0
MS,MAZDA,MAZDA5,0
MT,MAZDA,MAZDA5,0
NC,MAZDA,MAZDA5,0
ND,MAZDA,MAZDA5,0
NE,MAZDA,MAZDA5,0
NH,MAZDA,MAZDA5,0
NJ,MAZDA,MAZDA5,0
NM,MAZDA,MAZDA5,0
NV,MAZDA,MAZDA5,0
NY,MAZDA,MAZDA5,0
OH,MAZDA,MAZDA5,0
OK,MAZDA,MAZDA5,0
OR,MAZDA,MAZDA5,0
PA,MAZDA,MAZDA5,0
RI,MAZDA,MAZDA5,0
SC,MAZDA,MAZDA5,0
SD,MAZDA,MAZDA5,0
TN,MAZDA,MAZDA5,0
TX,MAZDA,MAZDA5,0
UT,MAZDA,MAZDA5,0
VA,MAZDA,MAZDA5,0
VT,MAZDA,MAZDA5,0
WA,MAZDA,MAZDA5,0.38
WI,MAZDA,MAZDA5,0
WV,MAZDA,MAZDA5,0
WY,MAZDA,MAZDA5,0
AK,MAZDA,MAZDA6,0
AL,MAZDA,MAZDA6,0
AR,MAZDA,MAZDA6,0.15
AZ,MAZDA,MAZDA6,0
CA,MAZDA,MAZDA6,0.35
CO,MAZDA,MAZDA6,0.25
CT,MAZDA,MAZDA6,0
DC,MAZDA,MAZDA6,2.17
DE,MAZDA,MAZDA6,0
FL,MAZDA,MAZDA6,0.34
GA,MAZDA,MAZDA6,4.95
HI,MAZDA,MAZDA6,0
IA,MAZDA,MAZDA6,0
ID,MAZDA,MAZDA6,0.43
IL,MAZDA,MAZDA6,0
IN,MAZDA,MAZDA6,0.44
KS,MAZDA,MAZDA6,0.32
KY,MAZDA,MAZDA6,0
LA,MAZDA,MAZDA6,0.32
MA,MAZDA,MAZDA6,0
MD,MAZDA,MAZDA6,0.3
ME,MAZDA,MAZDA6,0
MI,MAZDA,MAZDA6,0.21
MN,MAZDA,MAZDA6,0
MO,MAZDA,MAZDA6,0
MS,MAZDA,MAZDA6,0
MT,MAZDA,MAZDA6,0
NC,MAZDA,MAZDA6,0.76
ND,MAZDA,MAZDA6,0.04
NE,MAZDA,MAZDA6,0
NH,MAZDA,MAZDA6,0.4
NJ,MAZDA,MAZDA6,0.26
NM,MAZDA,MAZDA6,0.35
NV,MAZDA,MAZDA6,0.61
NY,MAZDA,MAZDA6,0
OH,MAZDA,MAZDA6,0.34
OK,MAZDA,MAZDA6,0
OR,MAZDA,MAZDA6,0.29
PA,MAZDA,MAZDA6,0.47
RI,MAZDA,MAZDA6,0
SC,MAZDA,MAZDA6,0.39
SD,MAZDA,MAZDA6,0
TN,MAZDA,MAZDA6,0.19
TX,MAZDA,MAZDA6,0.43
UT,MAZDA,MAZDA6,0.37
VA,MAZDA,MAZDA6,0
VT,MAZDA,MAZDA6,0.39
WA,MAZDA,MAZDA6,0.99
WI,MAZDA,MAZDA6,0
WV,MAZDA,MAZDA6,0.14
WY,MAZDA,MAZDA6,0
AK,MERCEDES-BENZ,M-CLASS,0
AL,MERCEDES-BENZ,M-CLASS,0
AR,MERCEDES-BENZ,M-CLASS,17.72
AZ,MERCEDES-BENZ,M-CLASS,0
CA,MERCEDES-BENZ,M-CLASS,2.91
CO,MERCEDES-BENZ,M-CLASS,0
CT,MERCEDES-BENZ,M-CLASS,0
DC,MERCEDES-BENZ,M-CLASS,0
DE,MERCEDES-BENZ,M-CLASS,0
FL,MERCEDES-BENZ,M-CLASS,1
GA,MERCEDES-BENZ,M-CLASS,0.89
HI,MERCEDES-BENZ,M-CLASS,0
IA,MERCEDES-BENZ,M-CLASS,0
ID,MERCEDES-BENZ,M-CLASS,4.75
IL,MERCEDES-BENZ,M-CLASS,0
IN,MERCEDES-BENZ,M-CLASS,0
KS,MERCEDES-BENZ,M-CLASS,0
KY,MERCEDES-BENZ,M-CLASS,0
LA,MERCEDES-BENZ,M-CLASS,0
MA,MERCEDES-BENZ,M-CLASS,0
MD,MERCEDES-BENZ,M-CLASS,0
ME,MERCEDES-BENZ,M-CLASS,4.85
MI,MERCEDES-BENZ,M-CLASS,1.68
MN,MERCEDES-BENZ,M-CLASS,0
MO,MERCEDES-BENZ,M-CLASS,0
MS,MERCEDES-BENZ,M-CLASS,0
MT,MERCEDES-BENZ,M-CLASS,0
NC,MERCEDES-BENZ,M-CLASS,0
ND,MERCEDES-BENZ,M-CLASS,0
NE,MERCEDES-BENZ,M-CLASS,0
NH,MERCEDES-BENZ,M-CLASS,1.06
NJ,MERCEDES-BENZ,M-CLASS,0
NM,MERCEDES-BENZ,M-CLASS,0.66
NV,MERCEDES-BENZ,M-CLASS,0
NY,MERCEDES-BENZ,M-CLASS,0
OH,MERCEDES-BENZ,M-CLASS,0
OK,MERCEDES-BENZ,M-CLASS,0
OR,MERCEDES-BENZ,M-CLASS,0
PA,MERCEDES-BENZ,M-CLASS,0
RI,MERCEDES-BENZ,M-CLASS,0
SC,MERCEDES-BENZ,M-CLASS,0
SD,MERCEDES-BENZ,M-CLASS,0
TN,MERCEDES-BENZ,M-CLASS,0
TX,MERCEDES-BENZ,M-CLASS,2.35
UT,MERCEDES-BENZ,M-CLASS,0
VA,MERCEDES-BENZ,M-CLASS,0
VT,MERCEDES-BENZ,M-CLASS,1.56
WA,MERCEDES-BENZ,M-CLASS,0
WI,MERCEDES-BENZ,M-CLASS,5.17
WV,MERCEDES-BENZ,M-CLASS,0
WY,MERCEDES-BENZ,M-CLASS,0
AK,ACURA,MDX,0
AL,ACURA,MDX,0
AR,ACURA,MDX,0
AZ,ACURA,MDX,0
CA,ACURA,MDX,1.01
CO,ACURA,MDX,0
CT,ACURA,MDX,0
DC,ACURA,MDX,19
DE,ACURA,MDX,0
FL,ACURA,MDX,0.31
GA,ACURA,MDX,3.56
HI,ACURA,MDX,0
IA,ACURA,MDX,0
ID,ACURA,MDX,8.76
IL,ACURA,MDX,7.08
IN,ACURA,MDX,0
KS,ACURA,MDX,0
KY,ACURA,MDX,0
LA,ACURA,MDX,11.96
MA,ACURA,MDX,0
MD,ACURA,MDX,2.34
ME,ACURA,MDX,4
MI,ACURA,MDX,0
MN,ACURA,MDX,0
MO,ACURA,MDX,0
MS,ACURA,MDX,0
MT,ACURA,MDX,0
NC,ACURA,MDX,0
ND,ACURA,MDX,0.88
NE,ACURA,MDX,0
NH,ACURA,MDX,3.23
NJ,ACURA,MDX,0
NM,ACURA,MDX,2.19
NV,ACURA,MDX,9.22
NY,ACURA,MDX,0
OH,ACURA,MDX,2.73
OK,ACURA,MDX,1.94
OR,ACURA,MDX,0
PA,ACURA,MDX,5.76
RI,ACURA,MDX,19
SC,ACURA,MDX,6.68
SD,ACURA,MDX,19
TN,ACURA,MDX,6.56
TX,ACURA,MDX,1.93
UT,ACURA,MDX,0
VA,ACURA,MDX,0
VT,ACURA,MDX,1.9
WA,ACURA,MDX,5.04
WI,ACURA,MDX,13.83
WV,ACURA,MDX,0
WY,ACURA,MDX,0
AK,MITSUBISHI,MIRAGE,0
AL,MITSUBISHI,MIRAGE,0
AR,MITSUBISHI,MIRAGE,5
AZ,MITSUBISHI,MIRAGE,0
CA,MITSUBISHI,MIRAGE,2.85
CO,MITSUBISHI,MIRAGE,0
CT,MITSUBISHI,MIRAGE,0
DC,MITSUBISHI,MIRAGE,0
DE,MITSUBISHI,MIRAGE,0
FL,MITSUBISHI,MIRAGE,4.74
GA,MITSUBISHI,MIRAGE,5
HI,MITSUBISHI,MIRAGE,0
IA,MITSUBISHI,MIRAGE,0
ID,MITSUBISHI,MIRAGE,0
IL,MITSUBISHI,MIRAGE,0
IN,MITSUBISHI,MIRAGE,0
KS,MITSUBISHI,MIRAGE,5
KY,MITSUBISHI,MIRAGE,0
LA,MITSUBISHI,MIRAGE,0
MA,MITSUBISHI,MIRAGE,0
MD,MITSUBISHI,MIRAGE,0
ME,MITSUBISHI,MIRAGE,0
MI,MITSUBISHI,MIRAGE,0
MN,MITSUBISHI,MIRAGE,5
MO,MITSUBISHI,MIRAGE,0
MS,MITSUBISHI,MIRAGE,0.83
MT,MITSUBISHI,MIRAGE,0
NC,MITSUBISHI,MIRAGE,0
ND,MITSUBISHI,MIRAGE,0
NE,MITSUBISHI,MIRAGE,0
NH,MITSUBISHI,MIRAGE,0
NJ,MITSUBISHI,MIRAGE,0.67
NM,MITSUBISHI,MIRAGE,0
NV,MITSUBISHI,MIRAGE,5
NY,MITSUBISHI,MIRAGE,0
OH,MITSUBISHI,MIRAGE,0
OK,MITSUBISHI,MIRAGE,0
OR,MITSUBISHI,MIRAGE,0
PA,MITSUBISHI,MIRAGE,5
RI,MITSUBISHI,MIRAGE,0
SC,MITSUBISHI,MIRAGE,5
SD,MITSUBISHI,MIRAGE,5
TN,MITSUBISHI,MIRAGE,0
TX,MITSUBISHI,MIRAGE,3.32
UT,MITSUBISHI,MIRAGE,0
VA,MITSUBISHI,MIRAGE,0
VT,MITSUBISHI,MIRAGE,0
WA,MITSUBISHI,MIRAGE,0
WI,MITSUBISHI,MIRAGE,5
WV,MITSUBISHI,MIRAGE,0
WY,MITSUBISHI,MIRAGE,0
AK,LINCOLN,MKC,0
AL,LINCOLN,MKC,0
AR,LINCOLN,MKC,0
AZ,LINCOLN,MKC,0
CA,LINCOLN,MKC,0.07
CO,LINCOLN,MKC,0
CT,LINCOLN,MKC,0
DC,LINCOLN,MKC,0
DE,LINCOLN,MKC,0
FL,LINCOLN,MKC,0.61
GA,LINCOLN,MKC,0.55
HI,LINCOLN,MKC,0
IA,LINCOLN,MKC,0
ID,LINCOLN,MKC,1.83
IL,LINCOLN,MKC,0
IN,LINCOLN,MKC,0
KS,LINCOLN,MKC,0
KY,LINCOLN,MKC,0
LA,LINCOLN,MKC,7.4
MA,LINCOLN,MKC,0
MD,LINCOLN,MKC,0
ME,LINCOLN,MKC,0
MI,LINCOLN,MKC,15
MN,LINCOLN,MKC,0
MO,LINCOLN,MKC,0
MS,LINCOLN,MKC,0
MT,LINCOLN,MKC,0
NC,LINCOLN,MKC,0.6
ND,LINCOLN,MKC,0
NE,LINCOLN,MKC,0
NH,LINCOLN,MKC,0.36
NJ,LINCOLN,MKC,0
NM,LINCOLN,MKC,0.16
NV,LINCOLN,MKC,1.53
NY,LINCOLN,MKC,0
OH,LINCOLN,MKC,0
OK,LINCOLN,MKC,0
OR,LINCOLN,MKC,0
PA,LINCOLN,MKC,0.59
RI,LINCOLN,MKC,0
SC,LINCOLN,MKC,0
SD,LINCOLN,MKC,0
TN,LINCOLN,MKC,3.8
TX,LINCOLN,MKC,0.44
UT,LINCOLN,MKC,0
VA,LINCOLN,MKC,0
VT,LINCOLN,MKC,0
WA,LINCOLN,MKC,0.37
WI,LINCOLN,MKC,1.16
WV,LINCOLN,MKC,0
WY,LINCOLN,MKC,0
AK,LINCOLN,MKS,0
AL,LINCOLN,MKS,0
AR,LINCOLN,MKS,0
AZ,LINCOLN,MKS,0
CA,LINCOLN,MKS,0
CO,LINCOLN,MKS,0
CT,LINCOLN,MKS,0
DC,LINCOLN,MKS,0
DE,LINCOLN,MKS,0
FL,LINCOLN,MKS,0
GA,LINCOLN,MKS,0
HI,LINCOLN,MKS,0
IA,LINCOLN,MKS,0
ID,LINCOLN,MKS,0
IL,LINCOLN,MKS,0
IN,LINCOLN,MKS,0
KS,LINCOLN,MKS,0
KY,LINCOLN,MKS,0
LA,LINCOLN,MKS,0
MA,LINCOLN,MKS,0
MD,LINCOLN,MKS,0
ME,LINCOLN,MKS,0
MI,LINCOLN,MKS,0
MN,LINCOLN,MKS,0
MO,LINCOLN,MKS,0
MS,LINCOLN,MKS,0
MT,LINCOLN,MKS,0
NC,LINCOLN,MKS,0
ND,LINCOLN,MKS,0
NE,LINCOLN,MKS,0
NH,LINCOLN,MKS,0
NJ,LINCOLN,MKS,0
NM,LINCOLN,MKS,0
NV,LINCOLN,MKS,13.5
NY,LINCOLN,MKS,0
OH,LINCOLN,MKS,0
OK,LINCOLN,MKS,0
OR,LINCOLN,MKS,0
PA,LINCOLN,MKS,0
RI,LINCOLN,MKS,0
SC,LINCOLN,MKS,0
SD,LINCOLN,MKS,0
TN,LINCOLN,MKS,0
TX,LINCOLN,MKS,0
UT,LINCOLN,MKS,0
VA,LINCOLN,MKS,0
VT,LINCOLN,MKS,0
WA,LINCOLN,MKS,0
WI,LINCOLN,MKS,0
WV,LINCOLN,MKS,0
WY,LINCOLN,MKS,0
AK,LINCOLN,MKT,0
AL,LINCOLN,MKT,0
AR,LINCOLN,MKT,0
AZ,LINCOLN,MKT,0
CA,LINCOLN,MKT,0
CO,LINCOLN,MKT,0
CT,LINCOLN,MKT,0
DC,LINCOLN,MKT,0
DE,LINCOLN,MKT,0
FL,LINCOLN,MKT,0
GA,LINCOLN,MKT,0
HI,LINCOLN,MKT,0
IA,LINCOLN,MKT,0
ID,LINCOLN,MKT,0
IL,LINCOLN,MKT,0
IN,LINCOLN,MKT,0
KS,LINCOLN,MKT,0
KY,LINCOLN,MKT,0
LA,LINCOLN,MKT,0
MA,LINCOLN,MKT,0
MD,LINCOLN,MKT,0
ME,LINCOLN,MKT,0
MI,LINCOLN,MKT,0
MN,LINCOLN,MKT,0
MO,LINCOLN,MKT,0
MS,LINCOLN,MKT,0
MT,LINCOLN,MKT,0
NC,LINCOLN,MKT,0
ND,LINCOLN,MKT,0
NE,LINCOLN,MKT,0
NH,LINCOLN,MKT,0
NJ,LINCOLN,MKT,0
NM,LINCOLN,MKT,0
NV,LINCOLN,MKT,0
NY,LINCOLN,MKT,0
OH,LINCOLN,MKT,0
OK,LINCOLN,MKT,0
OR,LINCOLN,MKT,0
PA,LINCOLN,MKT,0
RI,LINCOLN,MKT,0
SC,LINCOLN,MKT,0
SD,LINCOLN,MKT,0
TN,LINCOLN,MKT,0
TX,LINCOLN,MKT,0
UT,LINCOLN,MKT,0
VA,LINCOLN,MKT,0
VT,LINCOLN,MKT,0
WA,LINCOLN,MKT,0
WI,LINCOLN,MKT,0
WV,LINCOLN,MKT,0
WY,LINCOLN,MKT,0
AK,LINCOLN,MKX,0
AL,LINCOLN,MKX,0
AR,LINCOLN,MKX,0
AZ,LINCOLN,MKX,0
CA,LINCOLN,MKX,0.1
CO,LINCOLN,MKX,0
CT,LINCOLN,MKX,0
DC,LINCOLN,MKX,0
DE,LINCOLN,MKX,0
FL,LINCOLN,MKX,0.07
GA,LINCOLN,MKX,0.19
HI,LINCOLN,MKX,0
IA,LINCOLN,MKX,0
ID,LINCOLN,MKX,1.54
IL,LINCOLN,MKX,0
IN,LINCOLN,MKX,0
KS,LINCOLN,MKX,0
KY,LINCOLN,MKX,0
LA,LINCOLN,MKX,7.04
MA,LINCOLN,MKX,0
MD,LINCOLN,MKX,0
ME,LINCOLN,MKX,0
MI,LINCOLN,MKX,7.85
MN,LINCOLN,MKX,0
MO,LINCOLN,MKX,1.14
MS,LINCOLN,MKX,0
MT,LINCOLN,MKX,0
NC,LINCOLN,MKX,1.87
ND,LINCOLN,MKX,0
NE,LINCOLN,MKX,0
NH,LINCOLN,MKX,0.28
NJ,LINCOLN,MKX,0
NM,LINCOLN,MKX,0.2
NV,LINCOLN,MKX,2.5
NY,LINCOLN,MKX,0
OH,LINCOLN,MKX,0
OK,LINCOLN,MKX,0
OR,LINCOLN,MKX,0
PA,LINCOLN,MKX,0.77
RI,LINCOLN,MKX,0
SC,LINCOLN,MKX,0
SD,LINCOLN,MKX,0
TN,LINCOLN,MKX,0
TX,LINCOLN,MKX,0.42
UT,LINCOLN,MKX,0
VA,LINCOLN,MKX,0
VT,LINCOLN,MKX,0
WA,LINCOLN,MKX,0
WI,LINCOLN,MKX,0
WV,LINCOLN,MKX,0
WY,LINCOLN,MKX,0
AK,LINCOLN,MKZ,0
AL,LINCOLN,MKZ,0
AR,LINCOLN,MKZ,0
AZ,LINCOLN,MKZ,0
CA,LINCOLN,MKZ,0.39
CO,LINCOLN,MKZ,0
CT,LINCOLN,MKZ,0
DC,LINCOLN,MKZ,2.69
DE,LINCOLN,MKZ,0
FL,LINCOLN,MKZ,0.09
GA,LINCOLN,MKZ,0
HI,LINCOLN,MKZ,0
IA,LINCOLN,MKZ,0
ID,LINCOLN,MKZ,8.08
IL,LINCOLN,MKZ,1.06
IN,LINCOLN,MKZ,0
KS,LINCOLN,MKZ,0
KY,LINCOLN,MKZ,23
LA,LINCOLN,MKZ,15.48
MA,LINCOLN,MKZ,0
MD,LINCOLN,MKZ,1.69
ME,LINCOLN,MKZ,0
MI,LINCOLN,MKZ,19.81
MN,LINCOLN,MKZ,0
MO,LINCOLN,MKZ,0
MS,LINCOLN,MKZ,0
MT,LINCOLN,MKZ,0
NC,LINCOLN,MKZ,2.03
ND,LINCOLN,MKZ,0
NE,LINCOLN,MKZ,0
NH,LINCOLN,MKZ,1.07
NJ,LINCOLN,MKZ,23
NM,LINCOLN,MKZ,0.54
NV,LINCOLN,MKZ,1.14
NY,LINCOLN,MKZ,0
OH,LINCOLN,MKZ,0
OK,LINCOLN,MKZ,0
OR,LINCOLN,MKZ,0
PA,LINCOLN,MKZ,13.81
RI,LINCOLN,MKZ,0
SC,LINCOLN,MKZ,1.84
SD,LINCOLN,MKZ,0
TN,LINCOLN,MKZ,0
TX,LINCOLN,MKZ,0.96
UT,LINCOLN,MKZ,0
VA,LINCOLN,MKZ,0
VT,LINCOLN,MKZ,0
WA,LINCOLN,MKZ,19.87
WI,LINCOLN,MKZ,0
WV,LINCOLN,MKZ,0
WY,LINCOLN,MKZ,0
AK,INFINITI,M-SERIES,0
AL,INFINITI,M-SERIES,0
AR,INFINITI,M-SERIES,0
AZ,INFINITI,M-SERIES,0
CA,INFINITI,M-SERIES,0
CO,INFINITI,M-SERIES,0
CT,INFINITI,M-SERIES,0
DC,INFINITI,M-SERIES,0
DE,INFINITI,M-SERIES,0
FL,INFINITI,M-SERIES,0
GA,INFINITI,M-SERIES,1.87
HI,INFINITI,M-SERIES,0
IA,INFINITI,M-SERIES,0
ID,INFINITI,M-SERIES,0
IL,INFINITI,M-SERIES,0
IN,INFINITI,M-SERIES,0
KS,INFINITI,M-SERIES,0
KY,INFINITI,M-SERIES,0
LA,INFINITI,M-SERIES,0
MA,INFINITI,M-SERIES,0
MD,INFINITI,M-SERIES,9
ME,INFINITI,M-SERIES,0
MI,INFINITI,M-SERIES,0
MN,INFINITI,M-SERIES,0
MO,INFINITI,M-SERIES,0
MS,INFINITI,M-SERIES,0
MT,INFINITI,M-SERIES,0
NC,INFINITI,M-SERIES,0
ND,INFINITI,M-SERIES,0
NE,INFINITI,M-SERIES,0
NH,INFINITI,M-SERIES,0
NJ,INFINITI,M-SERIES,0
NM,INFINITI,M-SERIES,0
NV,INFINITI,M-SERIES,0
NY,INFINITI,M-SERIES,0
OH,INFINITI,M-SERIES,0
OK,INFINITI,M-SERIES,0
OR,INFINITI,M-SERIES,0
PA,INFINITI,M-SERIES,0
RI,INFINITI,M-SERIES,0
SC,INFINITI,M-SERIES,0
SD,INFINITI,M-SERIES,0
TN,INFINITI,M-SERIES,0
TX,INFINITI,M-SERIES,0
UT,INFINITI,M-SERIES,0
VA,INFINITI,M-SERIES,0
VT,INFINITI,M-SERIES,0
WA,INFINITI,M-SERIES,0
WI,INFINITI,M-SERIES,0
WV,INFINITI,M-SERIES,0
WY,INFINITI,M-SERIES,0
AK,NISSAN,MURANO,0
AL,NISSAN,MURANO,0
AR,NISSAN,MURANO,0
AZ,NISSAN,MURANO,0
CA,NISSAN,MURANO,0
CO,NISSAN,MURANO,0
CT,NISSAN,MURANO,0
DC,NISSAN,MURANO,0
DE,NISSAN,MURANO,0
FL,NISSAN,MURANO,0
GA,NISSAN,MURANO,0
HI,NISSAN,MURANO,0
IA,NISSAN,MURANO,0
ID,NISSAN,MURANO,0
IL,NISSAN,MURANO,0
IN,NISSAN,MURANO,0
KS,NISSAN,MURANO,0
KY,NISSAN,MURANO,0
LA,NISSAN,MURANO,0
MA,NISSAN,MURANO,0
MD,NISSAN,MURANO,0
ME,NISSAN,MURANO,0
MI,NISSAN,MURANO,0
MN,NISSAN,MURANO,0
MO,NISSAN,MURANO,0
MS,NISSAN,MURANO,0
MT,NISSAN,MURANO,0
NC,NISSAN,MURANO,0
ND,NISSAN,MURANO,0
NE,NISSAN,MURANO,0
NH,NISSAN,MURANO,0
NJ,NISSAN,MURANO,0
NM,NISSAN,MURANO,0
NV,NISSAN,MURANO,0
NY,NISSAN,MURANO,0
OH,NISSAN,MURANO,0
OK,NISSAN,MURANO,0
OR,NISSAN,MURANO,0
PA,NISSAN,MURANO,0
RI,NISSAN,MURANO,0
SC,NISSAN,MURANO,0
SD,NISSAN,MURANO,0
TN,NISSAN,MURANO,0
TX,NISSAN,MURANO,0
UT,NISSAN,MURANO,0
VA,NISSAN,MURANO,0
VT,NISSAN,MURANO,0
WA,NISSAN,MURANO,0
WI,NISSAN,MURANO,0
WV,NISSAN,MURANO,0
WY,NISSAN,MURANO,0
AK,FORD,MUSTANG,9
AL,FORD,MUSTANG,0
AR,FORD,MUSTANG,2.47
AZ,FORD,MUSTANG,7.4
CA,FORD,MUSTANG,5.09
CO,FORD,MUSTANG,1.31
CT,FORD,MUSTANG,0
DC,FORD,MUSTANG,9
DE,FORD,MUSTANG,0
FL,FORD,MUSTANG,6.03
GA,FORD,MUSTANG,5.66
HI,FORD,MUSTANG,0
IA,FORD,MUSTANG,0
ID,FORD,MUSTANG,2.33
IL,FORD,MUSTANG,1.48
IN,FORD,MUSTANG,0
KS,FORD,MUSTANG,5.15
KY,FORD,MUSTANG,6.02
LA,FORD,MUSTANG,7
MA,FORD,MUSTANG,0
MD,FORD,MUSTANG,6.61
ME,FORD,MUSTANG,9
MI,FORD,MUSTANG,5.88
MN,FORD,MUSTANG,5.55
MO,FORD,MUSTANG,7.69
MS,FORD,MUSTANG,3.82
MT,FORD,MUSTANG,9
NC,FORD,MUSTANG,6.61
ND,FORD,MUSTANG,0
NE,FORD,MUSTANG,0
NH,FORD,MUSTANG,0.38
NJ,FORD,MUSTANG,6.58
NM,FORD,MUSTANG,5.97
NV,FORD,MUSTANG,4.66
NY,FORD,MUSTANG,0
OH,FORD,MUSTANG,6.74
OK,FORD,MUSTANG,5.93
OR,FORD,MUSTANG,9
PA,FORD,MUSTANG,1.31
RI,FORD,MUSTANG,0
SC,FORD,MUSTANG,9
SD,FORD,MUSTANG,0
TN,FORD,MUSTANG,4
TX,FORD,MUSTANG,4.86
UT,FORD,MUSTANG,0
VA,FORD,MUSTANG,0
VT,FORD,MUSTANG,6.64
WA,FORD,MUSTANG,2.5
WI,FORD,MUSTANG,3.81
WV,FORD,MUSTANG,0.13
WY,FORD,MUSTANG,0
AK,MAZDA,MX-5 MIATA,0
AL,MAZDA,MX-5 MIATA,0
AR,MAZDA,MX-5 MIATA,0
AZ,MAZDA,MX-5 MIATA,0
CA,MAZDA,MX-5 MIATA,0
CO,MAZDA,MX-5 MIATA,0
CT,MAZDA,MX-5 MIATA,0
DC,MAZDA,MX-5 MIATA,0
DE,MAZDA,MX-5 MIATA,0
FL,MAZDA,MX-5 MIATA,0.53
GA,MAZDA,MX-5 MIATA,0
HI,MAZDA,MX-5 MIATA,0
IA,MAZDA,MX-5 MIATA,0
ID,MAZDA,MX-5 MIATA,0
IL,MAZDA,MX-5 MIATA,0
IN,MAZDA,MX-5 MIATA,0
KS,MAZDA,MX-5 MIATA,0
KY,MAZDA,MX-5 MIATA,0
LA,MAZDA,MX-5 MIATA,0
MA,MAZDA,MX-5 MIATA,0
MD,MAZDA,MX-5 MIATA,0.11
ME,MAZDA,MX-5 MIATA,0
MI,MAZDA,MX-5 MIATA,0
MN,MAZDA,MX-5 MIATA,0
MO,MAZDA,MX-5 MIATA,0
MS,MAZDA,MX-5 MIATA,0
MT,MAZDA,MX-5 MIATA,0
NC,MAZDA,MX-5 MIATA,0
ND,MAZDA,MX-5 MIATA,0
NE,MAZDA,MX-5 MIATA,0
NH,MAZDA,MX-5 MIATA,0
NJ,MAZDA,MX-5 MIATA,0
NM,MAZDA,MX-5 MIATA,0
NV,MAZDA,MX-5 MIATA,0
NY,MAZDA,MX-5 MIATA,0
OH,MAZDA,MX-5 MIATA,0
OK,MAZDA,MX-5 MIATA,0
OR,MAZDA,MX-5 MIATA,0
PA,MAZDA,MX-5 MIATA,0
RI,MAZDA,MX-5 MIATA,0
SC,MAZDA,MX-5 MIATA,0
SD,MAZDA,MX-5 MIATA,0
TN,MAZDA,MX-5 MIATA,0
TX,MAZDA,MX-5 MIATA,0
UT,MAZDA,MX-5 MIATA,0
VA,MAZDA,MX-5 MIATA,0
VT,MAZDA,MX-5 MIATA,0
WA,MAZDA,MX-5 MIATA,0
